# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250601
# Fecha de finalización: 20250630
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
"Acople rápido 90° combinado 1 1/4"" - 1 1/2"" - Vulcano SA",0,9,0,7,3,4,7,1.2857142857142858,13.714285714285714,28
"Acople rápido 90° espigado 1 1/2"" - Vulcano SA",0,4,0,4,3,0,4,1,12,14
"Acople rápido 90° liso 1 1/2"" - Vulcano SA",0,10,0,10,4,3,10,1,16.5,33
"Acople rápido 90° liso 1 1/4"" - Vulcano SA",0,4,0,3,0,0,3,1.3333333333333333,42.666666666666664,9
"Acople rápido de bronce recto liso 2"" - Vulcano SA",0,6,0,5,1,4,5,1.2,3.8,19
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø40 - Vulcano SA",0,17,0,15,2,9,15,1.1333333333333333,37.4,49
"Acople rápido p/caño de PVC M-H rosca 1 1/2"" - pegar ø50 - Vulcano SA",0.1,11,0,10,3,5,10,1.1,9.2,33
"Acople rápido recto combinado 1 1/4"" - 1 1/2"" - Vulcano SA",0.1206896551724138,45,0,18,12,3,18,2.5,20.72222222222222,162
"Acople rápido recto espigado 1 1/2"" - Vulcano SA",0.1,17,0,14,10,2,14,1.2142857142857142,41,53
"Acople rápido recto liso 1 1/2"" - Vulcano SA",0.1111111111111111,25,0,17,12,3,17,1.4705882352941178,61.76470588235294,70
"Acople rápido recto liso 1 1/4"" - Vulcano SA",0,3,0,2,2,0,2,1.5,10.5,6
Acoples rápidos archivos - Vulcano SA,0.030303030303030304,38,0,28,20,0,28,1.3571428571428572,44.464285714285715,101
"Adaptador 7/8 x 3/4"" - Vulcano SA",0,6,0,6,3,3,6,1,16.5,21
Adaptador para luminaria PowerLED a caño ø25 mm (piscina de hormigón) - Vulcano SA,0.14285714285714285,6,0,6,2,4,6,1,16.5,22
Adaptador para luminaria PowerLED a caño ø50 mm (piscina de hormigón) - Vulcano SA,0.14285714285714285,7,0,3,2,1,3,2.3333333333333335,6.666666666666667,19
Adhesivo para PVC N-40 x 250 ml - Vulcano SA,0.25,3,0,3,2,2,3,1,19.666666666666668,11
Adhesivo para PVC N-40 x 500 ml - Vulcano SA,0.16666666666666666,6,0,4,1,2,4,1.5,14.5,20
Air switch de encendido TVA111B - Vulcano SA,0,9,0,9,8,1,9,1,13.444444444444445,27
Air switch de encendido TVA211D - Vulcano SA,0,7,0,6,2,4,6,1.1666666666666667,13.333333333333334,27
Air switch de protección TVP411V - Vulcano SA,0,4,0,4,4,0,4,1,19.75,14
Alguicida archivos - Vulcano SA | Chile,0,3,0,1,1,0,1,3,6,5
Anclaje cascada - Vulcano SA,0,3,0,3,2,0,3,1,12.333333333333334,7
Anclaje para escalera y pasamanos - Vulcano SA,0.07692307692307693,26,0,20,16,2,20,1.3,18.5,75
Anclaje para techo - Vulcano SA,0,4,0,3,1,0,3,1.3333333333333333,18.333333333333332,11
Antracita x 6 kg - Vulcano SA,0,13,0,7,3,4,7,1.8571428571428572,73,40
Arandela AISI para anclaje - Vulcano SA,0,1,0,1,1,0,1,1,12,3
Arandela compensación 0.50 / 0.75 / 1 HP - Vulcano SA,0,1,0,1,0,1,1,1,39,5
Arandela compensación 2 HP - Vulcano SA,0,3,0,3,0,2,3,1,8.333333333333334,11
Arandela de teflón - Vulcano SA,0,4,0,4,1,3,4,1,13.75,18
Arandela elástica 1/4” (tipo grower) - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Arandela plástica - Vulcano SA,0,5,0,5,2,3,5,1,28.6,20
Arandela plástica para multiválvula - Vulcano SA,0,6,0,5,4,0,5,1.2,64.4,24
Arandela plástica ø34 mm para multiválvula - Vulcano SA,0,2,0,2,2,0,2,1,139.5,8
Arandela plástica ø43 mm para multiválvula - Vulcano SA,0,3,0,2,2,0,2,1.5,187,6
Arandela rompegota - Vulcano SA,0,12,0,9,7,1,9,1.3333333333333333,60.77777777777778,31
Aro impeller amarillo - Vulcano SA,0,3,0,2,1,0,2,1.5,4,6
Aro impeller azul - Vulcano SA,0,1,0,1,1,0,1,1,7,4
Aro impeller blanco - Vulcano SA,0,2,0,2,0,1,2,1,267,8
Aro intermedio para luminaria spot - Vulcano SA,0.16666666666666666,8,0,4,4,0,4,2,188,19
Aro vista blanco - Vulcano SA,0,10,0,7,5,1,7,1.4285714285714286,57.142857142857146,30
Aro vista blanco para hidrojet - Vulcano SA,0.25,3,0,3,2,0,3,1,15.666666666666666,10
Aro vista blanco para luminaria spot - Vulcano SA,0,3,0,2,2,0,2,1.5,85,9
Aro vista blanco para pulsador - Vulcano SA,0,1,0,1,1,0,1,1,31,3
Aro vista cromado - Vulcano SA,0,5,0,4,4,0,4,1.25,52.25,16
Aro vista cromado para hidrojet - Vulcano SA,0,1,0,1,1,0,1,1,4,2
Aro vista cromado para luminaria spot - Vulcano SA,0,3,0,2,2,0,2,1.5,67,7
Aro vista cromado para pulsador - Vulcano SA,0,1,0,1,1,0,1,1,25,2
Aro vista p/luminaria orientable - Vulcano SA,0,3,0,3,2,1,3,1,7.333333333333333,10
Aro vista para luminaria - Vulcano SA,0,7,0,6,5,0,6,1.1666666666666667,47.5,21
Arquivos de Piscinas Comerciais - Vulcano SA,0,0,0,1,1,0,1,0,3,1
Arquivos de Piscinas Residenciais - Vulcano SA,0,0,0,1,1,0,1,0,4,1
Arquivos de piscinas olímpicas - Vulcano SA,0,0,0,1,1,0,1,0,17,1
Asiento elástico - Vulcano SA,0,3,0,3,2,0,3,1,24.333333333333332,6
Automatización de piscinas archivos - Vulcano SA,0,28,0,24,10,1,24,1.1666666666666667,38.583333333333336,74
Baranda curva 90° - Vulcano SA,0,14,0,8,6,1,8,1.75,15.875,46
Baranda recta para piscina (240 cm) archivos - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Baranda recta para piscina 120 cm - Vulcano SA,0,7,0,6,3,0,6,1.1666666666666667,9.5,15
Baranda recta para piscina 240 cm - Vulcano SA,0,3,0,3,1,2,3,1,10.333333333333334,10
Baranda recta para piscina 270 cm - Vulcano SA,0,1,0,1,1,0,1,1,0,1
Baranda recta para piscina 300 cm - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,5,6
Barandas archivos - Vulcano SA,0,29,0,21,13,0,21,1.380952380952381,20.333333333333332,73
Base AISI pulida para anclaje - Vulcano SA,0,6,0,5,5,0,5,1.2,66,15
Base SQUAL-18 para trampolín - Vulcano SA,0,8,0,8,7,0,8,1,12.875,17
Base SQUAL-25 para trampolín - Vulcano SA,0.14285714285714285,6,0,6,4,1,6,1,10.833333333333334,15
Base motor BAD - Vulcano SA,0,1,0,1,1,0,1,1,38,2
Base porta lámpara para adosar - Vulcano SA,0,2,0,2,1,0,2,1,760.5,8
Base soporte para palanca de salto - Vulcano SA,0,2,0,2,1,1,2,1,5,5
Blanco / Verde claro archivos - Vulcano SA,0,1,0,1,1,0,1,1,5,3
Bolsa filtrante - Zuipy - Vulcano SA,0,3,0,3,1,2,3,1,13.333333333333334,11
Bomba BAC 1.5HP monofásica para piscina archivos - Vulcano SA,0,1,0,1,0,1,1,1,15,4
Bomba de calor INVERTER 25 - Vulcano SA | Chile,0,1,0,1,1,0,1,1,4,2
"Bomba de piscina BAP 033 (AL) - 0,33HP 220V monofásica - Vulcano SA",0,0,0,1,0,0,1,0,21,4
Bomba para piscina BAC 200 - 2.00HP 220V monofásica - Motor IT - Vulcano SA | Chile,0,1,0,1,1,0,1,1,167,2
Bomba para piscina BAC 200 - 2.00HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,22,3
Bomba para piscina BAC 270 - 2.70HP 380V trifásica - Motor IT - Vulcano SA | Chile,0,1,0,1,1,0,1,1,28,2
Bomba para piscina BAC 300 - 2.70HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,10,4
Bomba para piscina BAE 033 - 0.33HP 220V monofásica - Motor RPC - Vulcano SA | Chile,0,1,0,1,0,0,1,1,22,2
Bomba para piscina BAE 050 - 0.50HP 220V monofásica - Motor RPC - Vulcano SA | Chile,0,3,0,1,0,0,1,3,139,9
Bomba para piscina BAE 075 premium - 0.75HP 220V monofásica (IT) - Vulcano SA | Chile,0,4,0,1,1,0,1,4,296,10
Bomba para piscina BAE 100 premium - 1.00HP 220V monofásica (IT) - Vulcano SA | Chile,0,1,0,1,1,0,1,1,42,2
Bomba para piscina BAE 100 premium - 1.00HP 220V monofásica - Motor IT - Vulcano SA | Chile,0.5,1,0,1,1,0,1,1,0,3
Bomba para piscina BAP 050 - 0.50HP 220V monofásica - Motor IT - Vulcano SA | Chile,0.5,2,0,1,1,0,1,2,0,7
Bomba para piscina BAP 075 - 0.75HP 220V monofásica - Vulcano SA | Chile,0,2,0,1,1,0,1,2,209,6
Bomba para piscina BAP 100-3 (MI) - 1.00HP 220V/380V trifásica - Vulcano SA,0.07692307692307693,26,0,24,9,1,24,1.0833333333333333,26.583333333333332,62
Bomba para piscina BAP 100-3 (MI) - 1.00HP 220V/380V trifásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,3,2
Bomba para piscina BAP 125 - 1.25HP 220V monofásica - Vulcano SA | Chile,0,4,0,1,1,0,1,4,34,10
Bomba para piscina BAT 050 - 0.50HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,34,2
Bomba para piscina BAT 075 - 0.75HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,10,2
Bomba para piscina BAT 100 - 1.00HP 220V monofásica - Vulcano SA | Chile,0,1,0,1,1,0,1,1,14,2
Bomba para piscina Magnus 4.00HP 380V trifásica - Vulcano SA | Chile,0,10,0,2,2,0,2,5,217.5,25
Bomba para piscina Magnus 5.5HP 380V trifásica - Vulcano SA | Chile,0,10,0,1,1,0,1,10,244,21
Bomba para piscina Magnus 7.5HP 380V trifásica - Vulcano SA | Chile,0,4,0,1,1,0,1,4,8,8
Bomba para piscina RPC 3.0HP 220V monofásica - Vulcano SA | Chile,0,3,0,1,1,0,1,3,60,11
"Bomba para piscina RPC 4.00HP 380V trifásica - Conexión 3"" - Vulcano SA | Chile",0,2,0,1,1,0,1,2,20,5
"Bomba para piscina RPC 5.50HP 380V trifásica - Conexión 3"" - Vulcano SA | Chile",0,1,0,1,1,0,1,1,8,3
"Bomba para piscina RPC 7.50HP 380V trifásica - Conexión 3"" - Vulcano SA | Chile",0,1,0,1,1,0,1,1,6,3
Bomba para piscina Winner 1.50HP 220V monofásica - Vulcano SA | Chile,0,16,0,4,3,0,4,4,195,47
Bomba sumergible Q5501 - Vulcano SA,0.14285714285714285,12,0,10,7,1,10,1.2,8.5,31
Bomba sumergible Q750B1 - Vulcano SA,0,7,0,7,4,0,6,1.1666666666666667,56.5,17
Bomba sumergible Q9001 - Vulcano SA,0,16,0,9,7,1,9,1.7777777777777777,23.666666666666668,42
Bombas - Vulcano SA,0.03058103975535168,808,0,292,99,12,292,2.767123287671233,36.08904109589041,1447
Bombas Centrífugas archivos - Vulcano,1,1,0,1,0,0,0,0,0,2
Bombas Centrífugas archivos - Vulcano SA,0.017241379310344827,75,0,52,19,1,51,1.4705882352941178,11.490196078431373,170
Bombas archivos - Vulcano SA,0,2,0,1,0,0,1,2,107,3
Bombas autocebantes para piscinas - Línea BAC - Vulcano,0,61,0,43,26,3,43,1.4186046511627908,16.651162790697676,137
Bombas autocebantes para piscinas - Línea BAF - Vulcano,0.05,23,0,19,6,3,19,1.2105263157894737,6.2631578947368425,57
Bombas autocebantes para piscinas - Línea BAP - Vulcano,0,54,0,33,17,3,33,1.6363636363636365,21.575757575757574,120
Bombas autocebantes para piscinas - Línea BAS - Vulcano,0,59,0,42,10,4,41,1.4390243902439024,13.682926829268293,126
Bombas autocebantes para piscinas - Línea BAT - Vulcano,0,31,0,27,14,2,27,1.1481481481481481,7.444444444444445,68
Bombas autocebantes para piscinas Vulcano,0.03215434083601286,1356,0,517,211,6,517,2.622823984526112,41.562862669245646,2550
Bombas autocebantes para piscinas- Línea BAE - Vulcano,0,105,0,76,35,6,76,1.381578947368421,24.394736842105264,234
Bombas autodrenantes archivos - Vulcano SA,0.3333333333333333,5,0,2,1,0,2,2.5,16.5,9
Bombas de calor - Climatización para piscinas - Vulcano SA,0.037037037037037035,213,0,153,78,9,153,1.392156862745098,17.50980392156863,513
Bombas de calor archivos - Vulcano SA | Chile,0,1,0,1,1,0,1,1,0,3
Bombas de piscina autoescorvantes Vulcano,0,0,0,1,0,0,1,0,6,2
Bombas para hidromasajes archivos - Vulcano SA,0.02857142857142857,145,0,90,44,5,90,1.6111111111111112,43.22222222222222,353
Bombas para piscinas - Página 2 de 3 Vulcano,0,8,0,4,3,0,4,2,18.75,12
Bombas para piscinas - Vulcano SA | Chile,0,19,0,2,2,0,2,9.5,59,29
Bombas para piscinas Vulcano,0.01020408163265306,348,0,178,33,132,178,1.9550561797752808,46.04494382022472,972
Bombas para piscinas archivos - Vulcano SA | Chile,0,2,0,1,1,0,1,2,20,5
Bombas sopladoras de aire archivos - Vulcano SA,0,3,0,3,0,1,3,1,12,9
Bombas sumergibles archivos - Vulcano SA,0.10256410256410256,47,0,34,19,4,34,1.3823529411764706,14.823529411764707,121
"Boquilla combinada 1 1/2"" - 1 1/4"" - Vulcano SA",0,2,0,2,2,0,2,1,54,5
Boquilla de aspiración plana y cepillo - Zuipy - Vulcano SA,0,1,0,1,0,1,1,1,19,6
"Boquilla espiga 1 1/2"" - Vulcano SA",0,4,0,4,4,0,4,1,324,15
"Boquilla lisa 1 1/2"" - Vulcano SA",0,2,0,2,1,0,2,1,20.5,6
"Boquilla lisa 1 1/4"" - Vulcano SA",0,2,0,2,1,0,2,1,49.5,6
Boquilla multiflujo blanca - Vulcano SA,0,3,0,2,1,0,2,1.5,27,6
Bornera 1HP TF - Vulcano SA,0.25,3,0,3,1,2,3,1,6.333333333333333,11
Bornera 2/3HP - Vulcano SA,0,3,0,2,1,1,2,1.5,49,9
Bornera p/motor monofásico - Vulcano SA,0,9,0,6,4,2,6,1.5,22.166666666666668,23
Botón para pulsador blanco - Vulcano SA,0,2,0,2,2,0,2,1,22,8
Botón para pulsador cromado - Vulcano SA,0,2,0,2,2,0,2,1,52.5,5
Boya dosificadora - Grande - Vulcano SA,0.043478260869565216,25,0,19,8,9,18,1.3888888888888888,14.055555555555555,70
Boya dosificadora - Mini - Vulcano SA,0,10,0,8,6,0,8,1.25,47.75,23
Boya dosificadora - Reforzada - Vulcano SA,0.125,45,0,30,22,2,29,1.5517241379310345,20.310344827586206,116
Boya dosificadora - Roseta - Vulcano SA,0,9,0,6,4,2,6,1.5,41.166666666666664,24
Boya dosificadora con termómetro - Vulcano SA,0.058823529411764705,21,0,14,7,4,14,1.5,23.285714285714285,53
Boyas Dosificadoras archivos - Vulcano SA,0.02564102564102564,47,0,27,16,0,27,1.7407407407407407,62.55555555555556,121
Brida BAE / BAT / BAD - Vulcano SA,0,5,0,4,3,0,4,1.25,19.75,15
Brida ECM 0.50HP - Vulcano SA,0,4,0,2,0,0,2,2,33.5,7
Brida ECM 1.00HP - Vulcano SA,0,3,0,3,2,0,3,1,12,8
Brida de aluminio (Motor BAC 1.50HP/ 2.00HP/ 2.70HP - Monofásico) - Vulcano SA,0,8,0,7,3,1,7,1.1428571428571428,15.571428571428571,20
Brida de aluminio (Motor BAS 0.33HP/ 0.50HP - Monofásico) - Vulcano SA,0,5,0,5,2,3,5,1,9.4,19
"Buje H 1 1/2"" para roscar - Vulcano SA",0,5,0,5,4,0,5,1,22.8,15
"Buje H 2"" para roscar - Vulcano SA",0,3,0,2,2,0,2,1.5,437.5,9
Buje H ø50 para pegar - Vulcano SA,0.125,6,0,6,3,1,6,1,9.333333333333334,17
Buje H ø63 para pegar - Vulcano SA,0.2,3,0,3,3,0,3,1,9.333333333333334,10
Buje de reducción PN16 ø63 - ø50 mm (para pegar) - Vulcano SA,0,1,0,1,1,0,1,1,24,3
Bujes de reducción archivos - Vulcano SA,0,13,0,11,6,0,11,1.1818181818181819,15.272727272727273,28
Cabeza de aspiración pibotante - Zuipy - Vulcano SA,0,1,0,1,1,0,1,1,79,3
"Cabezal para multiválvula 6 vías 1 1/2"" - Vulcano SA",0.030303030303030304,40,0,31,10,16,31,1.2903225806451613,29.451612903225808,135
Cable 2 x 1.5 para 50W - Vulcano SA,0,3,0,2,2,0,2,1.5,33.5,6
Cable 2 x 4 para 300W - Vulcano SA,0,1,0,1,1,0,1,1,81,3
Cable con ficha - Vulcano SA,0,2,0,2,1,1,2,1,13,8
Cable de carga USB - Zuipy - Vulcano SA,0.16666666666666666,5,0,4,2,2,4,1.25,2.25,14
Caja de conexiones - Monofásica - Vulcano SA,0,8,0,6,1,2,6,1.3333333333333333,89.66666666666667,20
Caja de conexiones 1.00HP Trifásica - Vulcano SA,0.25,3,0,3,3,0,3,1,16.333333333333332,11
Caja de conexiones BAC Monofásica - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,7,8
Caja de conexiones estanca - Vulcano SA,0.08333333333333333,34,0,24,14,9,24,1.4166666666666667,33.166666666666664,110
Caja de conexión para bomba autodrenante R - Vulcano SA,0,3,0,3,2,0,3,1,41,8
"Canasto ABS 4"" - Vulcano SA",0,9,0,6,6,0,6,1.5,119.66666666666667,27
"Canasto AISI 10"" - Vulcano SA",0,1,0,1,1,0,1,1,6,3
"Canasto AISI 12"" - Vulcano SA",0,1,0,1,1,0,1,1,4,2
"Canasto AISI 8"" - Vulcano SA",0,1,0,1,1,0,1,1,3,3
Canasto BAC - Vulcano SA,0,5,0,4,4,0,4,1.25,25,16
Canasto BAE 5L - Vulcano SA,0.08333333333333333,21,0,19,16,0,19,1.105263157894737,20.736842105263158,55
Canasto BAP - Vulcano SA,0,14,0,6,4,0,6,2.3333333333333335,98.83333333333333,40
Canasto BAS - Vulcano SA,0.08333333333333333,14,0,8,6,1,8,1.75,131.875,43
Canasto BAT - Vulcano SA,0.16666666666666666,10,0,10,8,0,10,1,89.5,26
Canasto skimmer con manija - Vulcano SA,0,37,0,24,17,3,24,1.5416666666666667,25.5,118
Capacitor 12.5 MF 400V - Vulcano SA,0,28,0,23,4,14,23,1.2173913043478262,28.956521739130434,83
Capacitor 14 MF 400V - Vulcano SA,0,6,0,5,0,1,5,1.2,31.6,14
Capacitor 20 MF 400V - Vulcano SA,0,17,0,17,2,13,17,1,24,63
Capacitor 25 MF 400V - Vulcano SA,0.2,4,0,4,2,1,4,1,78.5,13
Capacitor 30 MF 400V - Vulcano SA,0,7,0,4,0,2,4,1.75,43.5,19
Capacitor 35 MF 400V - Vulcano SA,0,6,0,4,1,2,4,1.5,15.75,20
Capacitor 40MF 400V - Vulcano SA,0,2,0,2,1,0,2,1,12,6
Carbón activado x 15 kg - Vulcano SA,0.16666666666666666,17,0,14,7,5,14,1.2142857142857142,21.214285714285715,49
Carga filtrante para VF-1000 - Vulcano SA,0.09090909090909091,12,0,10,5,2,10,1.2,31.6,33
Carga filtrante para VF-2000 - Vulcano SA,0.14285714285714285,6,0,6,4,1,6,1,7.166666666666667,13
Carga filtrante para filtro HB-300 - Vulcano SA,0,13,0,9,4,3,9,1.4444444444444444,33.77777777777778,32
Carga filtrante para filtro HB-400 - Vulcano SA,0,2,0,2,2,0,2,1,2,3
Carga filtrante para filtro HB-500 - Vulcano SA,0.2,4,0,3,3,0,3,1.3333333333333333,23,10
Carga filtrante para filtro VB-300 - Vulcano SA,0.18181818181818182,10,0,7,3,1,7,1.4285714285714286,28.571428571428573,21
Carga filtrante para filtro VB-400 - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,19.5,4
Carga filtrante para filtro VB-500 - Vulcano SA,0.15384615384615385,10,0,8,5,3,8,1.25,23.5,27
Carga filtrante para filtro VC-10 (25 kg) - Vulcano SA | Chile,0,2,0,1,1,0,1,2,39,3
Carga filtrante para filtro VC-10 - Vulcano SA,0.058823529411764705,16,0,14,10,2,14,1.1428571428571428,29.714285714285715,37
Carga filtrante para filtro VC-100 (180 kg) - Vulcano SA | Chile,0,1,0,1,1,0,1,1,2,2
Carga filtrante para filtro VC-100 - Vulcano SA,0.09302325581395349,44,0,30,18,7,29,1.5172413793103448,57.172413793103445,104
Carga filtrante para filtro VC-20 (35 kg) - Vulcano SA | Chile,0,1,0,1,1,0,1,1,6,2
Carga filtrante para filtro VC-20 - Vulcano SA,0.15151515151515152,29,0,26,17,6,23,1.2608695652173914,20.47826086956522,90
Carga filtrante para filtro VC-200 - Vulcano SA,0.2,18,0,15,10,4,14,1.2857142857142858,11.714285714285714,46
Carga filtrante para filtro VC-250 - Vulcano SA,0.07142857142857142,14,0,11,7,3,11,1.2727272727272727,18.454545454545453,35
Carga filtrante para filtro VC-30 - Vulcano SA,0.10144927536231885,67,0,56,24,23,54,1.2407407407407407,48.370370370370374,191
Carga filtrante para filtro VC-50 - Vulcano,0,1,0,1,0,1,1,1,0,3
Carga filtrante para filtro VC-50 - Vulcano SA,0.07017543859649122,65,0,32,21,8,32,2.03125,29.03125,144
Cargas filtrantes archivos - Vulcano SA,0.02531645569620253,102,0,61,39,2,61,1.6721311475409837,23.721311475409838,236
Cargas filtrantes archivos - Vulcano SA | Chile,0,3,0,1,1,0,1,3,77,7
Carrinhos de Filtração Portáteis - Vulcano SA,0,0,0,1,1,0,1,0,117,1
Carro para bomba (base de hierro) - Vulcano SA,0.08333333333333333,10,0,10,3,8,10,1,14.7,42
Carro para bomba (base plástica) - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,24.333333333333332,13
Carro para bomba (base plástica) - Vulcano SA | Chile,0,2,0,1,1,0,1,2,14,5
Carro para filtro (base plástica) - Vulcano SA | Chile,0,2,0,1,1,0,1,2,16,6
Carro para filtro VC-20 - Vulcano SA,0,4,0,4,2,2,4,1,12.5,16
Carros filtración portátil archivos - Vulcano SA,0.047619047619047616,25,0,19,9,0,18,1.3888888888888888,15.944444444444445,54
Cartucho filtrante ø170 mm - Vulcano SA,0.125,10,0,7,6,1,7,1.4285714285714286,35,25
Cartucho filtrante ø75 mm - Vulcano SA,0,12,0,9,7,0,9,1.3333333333333333,26.77777777777778,35
Cascada Cisne 17 - Vulcano SA,0,1,0,1,1,0,1,1,367,2
Cascada Cisne 43 - Vulcano SA,0,6,0,4,2,1,4,1.5,17.25,16
"Cascada plástica ABS 040 (1 1/2"") - Vulcano SA",0,5,0,3,2,1,3,1.6666666666666667,4.666666666666667,14
"Cascada plástica ABS 160 (1 1/2"") - Vulcano SA",0,1,0,1,0,0,1,1,2,3
"Cascada plástica ABS 240 (1 1/2"") - Vulcano SA",0.25,3,0,3,1,0,3,1,13.333333333333334,8
Cascadas archivos - Página 2 de 3 - Vulcano SA,0.09090909090909091,27,0,6,4,0,5,5.4,73.4,52
Cascadas archivos - Página 3 de 3 - Vulcano SA,0,8,0,4,4,0,4,2,7.75,19
Cascadas archivos - Vulcano SA,0.08130081300813008,235,0,91,51,11,90,2.611111111111111,73.02222222222223,503
Casilla para filtro VC-30 - Vulcano SA,0.06060606060606061,33,0,23,13,4,22,1.5,39.18181818181818,92
Casilla para filtro VC-50 - Vulcano SA,0.09523809523809523,41,0,31,13,13,31,1.3225806451612903,37.225806451612904,128
Casillas archivos - Vulcano SA,0,35,0,28,13,0,28,1.25,33.92857142857143,83
Caño central (VF 1000) - Vulcano SA,0,2,0,2,2,0,2,1,28.5,7
Caño central - ABL 1044 - Vulcano SA,0,3,0,3,3,0,3,1,8,6
Cepillo con soporte 35 cm - Vulcano SA,0,5,0,4,3,0,4,1.25,49.5,15
Cepillo con soporte 48 cm - Vulcano SA,0,7,0,5,4,1,5,1.4,11,23
Cepillo con soporte 83 cm - Vulcano SA,0,1,0,1,1,0,1,1,16,5
Cepillo limpiafondo rectangular - Vulcano SA,0,2,0,2,2,0,2,1,13.5,6
Cepillo limpiafondo triangular - Vulcano SA,0.07692307692307693,14,0,7,7,0,7,2,71.42857142857143,42
Cepillo metálico - curvo 46 cm (cerdas INOX) - Vulcano SA,0.1,9,0,8,4,3,8,1.125,16.5,25
Cepillo metálico - curvo 46 cm (cerdas Nylon - INOX) - Vulcano SA,0,4,0,2,2,0,2,2,1,7
Cepillo metálico - curvo 46 cm (cerdas Nylon) - Vulcano SA,0,3,0,2,2,0,2,1.5,17,7
Cepillo para electrodo de ionizador - Vulcano SA,0,5,0,5,4,1,5,1,7.4,15
Cepillo plástico - curvo 46 cm (cerdas PP) - Vulcano SA,0.10344827586206896,27,0,15,13,0,15,1.8,26.733333333333334,57
Cepillo plástico - recto 25 cm (cerda PP) - Vulcano SA,0.2,4,0,4,3,0,4,1,12.75,9
Cepillo plástico - recto 25 cm (cerdas INOX) - Vulcano SA,0.25,3,0,2,2,0,2,1.5,0,6
Cepillo plástico - recto 29 cm (cerdas PP) - Vulcano SA,0,11,0,9,6,1,9,1.2222222222222223,29.77777777777778,26
Cepillo plástico para esquinas - (cerdas PP) - Vulcano SA,0.1,9,0,6,3,4,6,1.5,24.666666666666668,28
Cepillos archivos - Vulcano SA,0.02857142857142857,35,0,29,20,0,29,1.206896551724138,113.24137931034483,93
Cintillo - Vulcano SA,0,1,0,1,1,0,1,1,56,3
Cjto. Clamp Tool-Free completo c/perilla - Vulcano SA,0,13,0,7,6,0,7,1.8571428571428572,95.57142857142857,40
"Cjto. Tornillo AISI 1/4 x 13/4"" - Vulcano SA",0,5,0,4,3,0,4,1.25,43.5,15
Cjto. perilla Clamp p/sist. Tool-Free completo - Vulcano SA,0,3,0,3,2,0,3,1,5,5
Cjto. prensacable p/luminaria 300W - Vulcano SA,0,2,0,2,1,0,2,1,138.5,8
Cjto. prensacable para base luminaria - Vulcano SA,0,1,0,1,1,0,1,1,2,2
Cjto. prensacable para base luminaria LED - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,288,14
Cjto. prensacable para fondo luminaria - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,39.666666666666664,11
Cjto. prensacable para fondo luminaria LED - Vulcano SA,0,4,0,3,2,0,3,1.3333333333333333,188.66666666666666,13
Clamp plástico - Vulcano SA,0.25,7,0,3,2,1,3,2.3333333333333335,182.33333333333334,26
Climatización de piscinas - Vulcano SA,0.041666666666666664,102,0,41,15,6,41,2.4878048780487805,32.58536585365854,201
Climatización de piscinas archivos - Vulcano SA | Chile,0,6,0,2,2,0,2,3,12.5,14
Clip - Vulcano SA,0,6,0,6,4,0,6,1,59,21
Cloro disolución lenta archivos - Vulcano SA,0,15,0,12,6,0,12,1.25,16.25,37
Cloro disolución lenta archivos - Vulcano SA | Chile,0,1,0,1,1,0,1,1,12,2
Cloro disolución rápida archivos - Vulcano SA,0,13,0,10,5,0,10,1.3,15.6,31
Cloro en pastillas - 200 g (1 kg) - Vulcano SA,0.2222222222222222,8,0,7,5,0,7,1.1428571428571428,17.428571428571427,18
Cloro en pastillas - 200 g (5 kg) - Vulcano SA,0,1,0,1,1,0,1,1,12,2
Cloro en pastillas - 200 g (50 kg) - Vulcano SA,0.07692307692307693,12,0,11,4,5,11,1.0909090909090908,72.72727272727273,40
Cloro en pastillas - 50 g (1 kg) - Vulcano SA,0,5,0,4,2,1,4,1.25,25.25,13
Cloro en pastillas - 50 g (10 kg) - Vulcano SA,0,1,0,1,1,0,1,1,7,2
Cloro en pastillas - 50 g (5 kg) - Vulcano SA,0,1,0,1,0,0,1,1,20,2
